Date,Open,High,Low,Close,Adj Close,Volume
2021-06-17,3672.250000,3735.149902,3631.845703,3672.250000,3672.250000,0
2021-06-18,3727.250000,3757.159912,3687.671875,3727.250000,3727.250000,0
2021-06-21,3767.250000,3767.250000,3726.667969,3767.250000,3767.250000,0
2021-06-22,3758.300049,3787.250000,3717.553711,3758.300049,3758.300049,0
2021-06-23,3780.350098,3784.949951,3739.755127,3780.350098,3780.350098,0
2021-06-24,3782.300049,3782.300049,3741.785889,3782.300049,3782.300049,0
2021-06-25,3764.500000,3772.250000,3724.000000,3764.500000,3764.500000,0
2021-06-28,3725.122559,3749.820068,3701.750000,3726.058350,3726.058350,0
2021-06-29,3701.250000,3755.560059,3700.000000,3701.250000,3701.250000,0
2021-06-30,3765.750000,3768.760010,3726.914063,3765.750000,3765.750000,0
2021-07-01,3708.073486,3778.469971,3708.073486,3748.250000,3748.250000,0
2021-07-02,3776.250000,3796.199951,3734.731934,3776.000000,3776.000000,0
2021-07-05,3740.250000,3740.250000,3699.519287,3740.250000,3740.250000,0
2021-07-06,3740.250000,3796.750000,3699.605957,3740.250000,3740.250000,0
2021-07-07,3777.750000,3826.649902,3776.429932,3777.750000,3777.750000,0
2021-07-08,3830.250000,3858.850098,3746.485596,3828.000000,3828.000000,0
2021-07-09,3839.250000,3851.000000,3798.084229,3839.250000,3839.250000,0
2021-07-12,3829.250000,3835.399902,3787.620361,3829.250000,3829.250000,0
2021-07-13,3820.350098,3835.149902,3781.499023,3820.350098,3820.350098,0
2021-07-14,3821.449951,3821.449951,3779.027832,3821.449951,3821.449951,0
2021-07-15,3792.270020,3813.419922,3751.311523,3792.270020,3792.270020,0
2021-07-16,3814.270020,3818.340088,3773.927002,3803.000000,3803.000000,0
2021-07-19,3815.850098,3848.439941,3775.028564,3815.850098,3815.850098,0
2021-07-20,3833.750000,3844.850098,3793.513184,3768.548340,3768.548340,0
2021-07-21,3833.750000,3868.209961,3792.491211,3833.750000,3833.750000,0
2021-07-22,3853.250000,3876.459961,3814.020264,3853.250000,3853.250000,0
2021-07-23,3868.449951,3876.050049,3827.069092,3868.449951,3868.449951,0
2021-07-26,3887.250000,3913.719971,3876.000000,3887.250000,3887.250000,0
2021-07-27,3911.750000,3921.649902,3871.534180,3909.000000,3909.000000,0
2021-07-28,3930.250000,3932.280029,3888.570068,3930.250000,3930.250000,0
2021-07-29,3871.750000,3873.709961,3827.439941,3871.750000,3871.750000,0
2021-07-30,3845.850098,3866.370117,3805.294922,3845.850098,3845.850098,0
2021-08-02,3876.250000,3928.000000,3835.320068,3876.250000,3876.250000,0
2021-08-03,3889.750000,3922.429932,3849.460449,3889.750000,3889.750000,0
2021-08-04,3908.000000,3921.750000,3868.118652,3908.000000,3908.000000,0
2021-08-05,3901.250000,3915.250000,3861.565918,3901.250000,3901.250000,0
2021-08-06,3916.250000,3932.550049,3912.350098,3916.250000,3916.250000,0
2021-08-09,3965.350098,3992.669922,3923.783691,3965.350098,3965.350098,0
2021-08-10,3995.600098,4005.750000,3955.610840,3995.600098,3995.600098,0
2021-08-11,3966.250000,3966.250000,3926.062012,3966.250000,3966.250000,0
2021-08-12,3940.449951,3944.100098,3875.250000,3940.449951,3940.449951,0
2021-08-13,3857.250000,3857.250000,3815.825195,3857.250000,3857.250000,0
2021-08-16,3840.449951,3846.159912,3839.179932,3840.449951,3840.449951,0
2021-08-17,3840.449951,3872.750000,3799.980469,3840.449951,3840.449951,0
2021-08-18,3878.250000,3884.899902,3837.284180,3878.250000,3878.250000,0
2021-08-19,3849.750000,3880.050049,3807.455811,3849.750000,3849.750000,0
2021-08-20,3868.649902,3885.250000,3829.218750,3868.649902,3868.649902,0
2021-08-23,3870.250000,3874.739990,3846.889893,3870.250000,3870.250000,0
2021-08-24,3880.199951,3880.199951,3837.172607,3880.199951,3880.199951,0
2021-08-25,3865.250000,3875.449951,3825.283691,3865.250000,3865.250000,0
2021-08-26,3863.750000,3878.250000,3822.949951,3863.750000,3863.750000,0
2021-08-27,3866.000000,3866.000000,3821.750000,3866.000000,3866.000000,0
2021-08-30,3827.260010,3831.060059,3786.659180,3827.260010,3827.260010,0
2021-08-31,3815.000000,3815.000000,3759.750000,3815.000000,3815.000000,0
2021-09-01,3767.399902,3771.780029,3737.260010,3767.399902,3767.399902,0
2021-09-02,3758.250000,3782.189941,3718.540283,3758.250000,3758.250000,0
2021-09-03,3793.250000,3805.199951,3751.921387,3793.250000,3793.250000,0
2021-09-06,3798.250000,3798.250000,3757.743408,3798.250000,3798.250000,0
2021-09-07,3798.250000,3818.449951,3798.120117,3757.743408,3757.743408,0
2021-09-08,3798.250000,3819.250000,3796.449951,3798.250000,3798.250000,0
2021-09-09,3815.800049,3831.330078,3811.250000,3815.800049,3815.800049,0
2021-09-10,3841.949951,3842.949951,3801.224609,3841.949951,3841.949951,0
2021-09-13,3833.250000,3868.000000,3792.346436,3833.250000,3833.250000,0
2021-09-14,3828.850098,3833.550049,3786.358398,3828.850098,3828.850098,0
2021-09-15,3828.739990,3833.250000,3788.017822,3828.739990,3828.739990,0
2021-09-16,3813.250000,3825.149902,3771.747559,3813.250000,3813.250000,0
2021-09-17,3815.419922,3836.050049,3776.903076,3815.419922,3815.419922,0
2021-09-20,3825.750000,3857.360107,3824.889893,3825.750000,3825.750000,0
2021-09-21,3842.250000,3847.919922,3830.000000,3842.250000,3842.250000,0
2021-09-22,3835.500000,3836.250000,3826.580078,3835.500000,3835.500000,0
2021-09-23,3831.919922,3839.250000,3826.750000,3831.919922,3831.919922,0
2021-09-24,3832.250000,3847.879883,3830.919922,3832.250000,3832.250000,0
2021-09-27,3834.959961,3841.149902,3831.050049,3834.959961,3834.959961,0
2021-09-28,3839.580078,3844.350098,3836.370117,3839.580078,3839.580078,0
2021-09-29,3835.580078,3841.580078,3821.649902,3835.580078,3835.580078,0
2021-09-30,3834.250000,3834.250000,3792.860596,3834.250000,3834.250000,0
2021-10-01,3808.620117,3808.620117,3777.729980,3808.620117,3808.620117,0
2021-10-04,3788.250000,3791.600098,3746.843018,3788.250000,3788.250000,0
2021-10-05,3788.250000,3802.449951,3745.683838,3788.250000,3788.250000,0
2021-10-06,3781.750000,3801.719971,3738.444824,3781.750000,3781.750000,0
2021-10-07,3785.580078,3785.580078,3762.780029,3785.580078,3785.580078,0
2021-10-08,3770.580078,3773.000000,3761.250000,3770.580078,3770.580078,0
2021-10-11,3765.149902,3767.310059,3754.050049,3765.149902,3765.149902,0
2021-10-12,3751.250000,3765.600098,3737.020020,3751.250000,3751.250000,0
2021-10-13,3724.580078,3731.120117,3711.750000,3724.580078,3724.580078,0
2021-10-14,3738.250000,3753.379883,3734.250000,3738.250000,3738.250000,0
2021-10-15,3761.580078,3783.050049,3756.350098,3761.580078,3761.580078,0
2021-10-18,3761.919922,3772.250000,3756.250000,3761.919922,3761.919922,0
2021-10-19,3767.250000,3768.550049,3726.257813,3767.250000,3767.250000,0
2021-10-20,3765.050049,3774.280029,3723.628662,3765.050049,3765.050049,0
2021-10-21,3766.340088,3786.149902,3765.310059,3766.340088,3766.340088,0
2021-10-22,3779.250000,3786.949951,3736.155273,3779.250000,3779.250000,0
2021-10-25,3766.250000,3771.860107,3724.863525,3766.250000,3766.250000,0
2021-10-26,3765.250000,3777.250000,3723.807373,3765.250000,3765.250000,0
2021-10-27,3769.750000,3769.750000,3727.660400,3769.750000,3769.750000,0
2021-10-28,3758.250000,3770.580078,3716.514648,3758.250000,3758.250000,0
2021-10-29,3777.750000,3796.449951,3737.452148,3777.750000,3777.750000,0
2021-11-01,3758.250000,3769.000000,3757.250000,3758.250000,3758.250000,0
2021-11-02,3758.250000,3782.260010,3756.320068,3758.250000,3758.250000,0
2021-11-03,3797.250000,3849.590088,3792.449951,3797.250000,3797.250000,0
2021-11-04,3830.350098,3843.250000,3818.449951,3830.350098,3830.350098,0
2021-11-05,3870.250000,3897.139893,3862.250000,3870.250000,3870.250000,0
2021-11-08,3870.750000,3886.320068,3855.250000,3870.750000,3870.750000,0
2021-11-09,3875.250000,3889.010010,3833.583008,3875.250000,3875.250000,0
2021-11-10,3865.239990,3888.000000,3823.459473,3865.239990,3865.239990,0
2021-11-11,3875.750000,3885.250000,3875.739990,3875.750000,3875.750000,0
2021-11-12,3877.250000,3898.189941,3876.000000,3877.250000,3877.250000,0
2021-11-15,3881.050049,3887.000000,3881.050049,3881.050049,3881.050049,0
2021-11-16,3883.050049,3910.149902,3882.879883,3883.050049,3883.050049,0
2021-11-17,3893.250000,3914.550049,3850.041748,3893.250000,3893.250000,0
2021-11-18,3917.250000,3956.250000,3916.820068,3917.250000,3917.250000,0
2021-11-19,3933.250000,3947.750000,3888.372559,3933.250000,3933.250000,0
2021-11-22,3912.250000,3926.899902,3870.364014,3912.250000,3912.250000,0
2021-11-23,3924.000000,3953.250000,3880.175049,3924.000000,3924.000000,0
2021-11-24,3948.250000,3988.050049,3906.201172,3948.250000,3948.250000,0
2021-11-25,3972.750000,3979.250000,3928.978760,3972.750000,3972.750000,0
2021-11-26,3979.250000,4022.750000,3937.038574,3979.250000,3979.250000,0
2021-11-29,4005.250000,4016.199951,3963.121338,4005.250000,4005.250000,0
2021-11-30,4033.250000,4038.250000,3990.250000,4033.250000,4033.250000,0
2021-12-01,3993.250000,4008.000000,3936.250000,3993.250000,3993.250000,0
2021-12-02,3964.810059,3964.810059,3923.922852,3964.810059,3964.810059,0
2021-12-03,3935.250000,3962.699951,3892.187256,3935.250000,3935.250000,0
2021-12-06,3964.449951,3967.250000,3936.290039,3890.587646,3890.587646,0
2021-12-07,3930.750000,3930.750000,3892.459961,3930.750000,3930.750000,0
2021-12-08,3909.229980,3911.139893,3895.250000,3909.229980,3909.229980,0
